,team_abbreviation,season,age,player_height,player_weight,draft_number
362,MEM,2002-03,25,200.9986667,98.73185867,16.84615385
363,MEM,2003-04,25.46666667,201.168,100.1833531,13.69230769
364,MEM,2004-05,26,200.4906667,101.5441291,18.46666667
365,MEM,2005-06,27.6,198.2893333,98.00611147,20
366,MEM,2006-07,26.26666667,198.9666667,97.82467467,21.66666667
367,MEM,2007-08,25.07142857,200.66,99.27184914,17.08333333
368,MEM,2008-09,25,203.2,102.511792,19.7
369,MEM,2009-10,24.8125,202.565,102.0865495,22.14285714
370,MEM,2010-11,26,199.39,100.187133,20.57142857
371,MEM,2011-12,26.9375,199.54875,103.0504325,26.23076923
372,MEM,2012-13,26.125,200.81875,100.073735,24.46666667
373,MEM,2013-14,27.75,200.9775,100.810822,26.1875
374,MEM,2014-15,27.72222222,199.2722222,99.89695244,24.8
375,MEM,2015-16,28.52380952,199.2085714,99.50944495,28.3125
376,MEM,2016-17,27.8125,200.3425,99.903638,26.38461538
377,MEM,2017-18,25.95238095,199.8133333,96.07510552,26.92857143
378,MEM,2018-19,26.86363636,201.0063636,95.83161891,23.58823529
379,MEM,2019-20,24.88235294,199.1658824,98.77632847,19.41666667
380,MEM,2020-21,24.29411765,198.5682353,97.70905318,22.75
381,MEM,2021-22,24.18181818,199.0436364,96.49138909,25.73333333
382,MEM,2022-23,23.88888889,196.85,98.10186978,23.46666667
383,MIA,1996-97,27.64705882,201.1082353,99.92364941,21
384,MIA,1997-98,28.375,201.13625,100.017036,17.84615385
385,MIA,1998-99,29.76470588,200.9588235,100.3505595,22
386,MIA,1999-00,28.75,200.3425,102.0865495,19.91666667
387,MIA,2000-01,29.8125,200.66,100.527327,21.38461538
388,MIA,2001-02,28.88235294,200.9588235,100.9909247,19.08333333
389,MIA,2002-03,27.14285714,199.39,100.5030274,28
390,MIA,2003-04,27.35294118,202.7517647,103.7925224,22.85714286
391,MIA,2004-05,28.53333333,202.8613333,104.5983152,17.69230769
392,MIA,2005-06,27.94117647,201.5564706,103.6591129,15.30769231
393,MIA,2006-07,28.75,201.13625,102.3700445,11.83333333
394,MIA,2007-08,27.42105263,199.9915789,99.05016884,19.61538462
395,MIA,2008-09,26.53333333,200.9986667,100.8183819,24.4
396,MIA,2009-10,27.66666667,200.3213333,101.0300581,22.3
397,MIA,2010-11,30.875,202.565,106.2822755,16.14285714
398,MIA,2011-12,29.06666667,202.184,104.779752,17.5
399,MIA,2012-13,30.875,202.08875,102.568491,20
400,MIA,2013-14,30.29411765,201.2576471,101.3111073,21.6
401,MIA,2014-15,28.11764706,199.1658824,99.17655671,26.08333333
402,MIA,2015-16,29.06666667,200.152,98.6109008,21
403,MIA,2016-17,27.35714286,200.8414286,100.1142343,25.44444444
404,MIA,2017-18,27.05555556,199.39,99.16025111,21.41666667
405,MIA,2018-19,27.8,202.5226667,102.6629893,20.1
406,MIA,2019-20,26.94444444,199.6722222,99.43744622,22.4
407,MIA,2020-21,28.88235294,200.3611765,99.97701318,23.09090909
408,MIA,2021-22,28,197.7571429,99.57424381,24.22222222
409,MIA,2022-23,28.41176471,199.4647059,100.7507878,14.875
410,MIL,1996-97,28.26666667,202.5226667,104.2656811,22.5
411,MIL,1997-98,28.3125,197.96125,100.810822,26.07142857
412,MIL,1998-99,28.86666667,199.9826667,100.1228741,18.38461538
413,MIL,1999-00,27.92307692,201.4415385,101.7790665,14.36363636
414,MIL,2000-01,27.66666667,200.3213333,99.6088032,25.23076923
415,MIL,2001-02,28.78571429,201.3857143,102.284996,24.84615385
416,MIL,2002-03,28.15384615,204.5676923,104.779752,24.53846154
417,MIL,2003-04,27,201.0228571,99.85503886,19.54545455
418,MIL,2004-05,28.4,202.184,103.1770603,26.91666667
419,MIL,2005-06,27.71428571,201.0228571,99.109852,23
420,MIL,2006-07,25.4375,198.91375,98.599561,30.72727273
